HOLOGRAM NUMBER,OBJECT NUMBER,X POSITION (m),Y POSITION (m),Z POSITION (m),NUMBER OF VOXEL
5,53,5.03285082e-05,9.06733549e-05,5.29958488e-05,273
5,54,9.17949219e-05,1.18361146e-04,5.44729119e-05,509
5,55,4.49019681e-05,1.24823579e-04,5.63768226e-05,1843
5,56,7.70916013e-05,1.24359052e-04,5.69046897e-05,21
5,57,8.88488066e-05,6.76618220e-05,6.16272882e-05,2164
5,58,9.22314939e-05,1.14683462e-05,5.93199948e-05,61
5,59,6.46106710e-05,5.06337965e-05,5.94785124e-05,194
5,60,6.99758966e-05,6.22506341e-05,6.18772319e-05,217
5,61,5.16191249e-05,2.54130300e-05,6.15875324e-05,63
5,62,4.00978643e-05,3.05988724e-05,6.22753432e-05,122
5,63,1.41007804e-05,1.00922465e-04,6.23429878e-05,186
5,64,6.71554008e-05,8.83104003e-05,6.25429602e-05,59
5,65,5.07998557e-05,1.01589823e-04,6.26087058e-05,73
5,66,5.48326716e-05,1.02873171e-04,6.28920752e-05,103
6,1,2.32262082e-05,8.37287516e-05,2.58366640e-07,84
6,2,2.05496035e-05,8.69444339e-05,5.39482755e-07,251
6,3,8.77617367e-06,1.06243780e-04,2.74947411e-06,429
6,4,5.51284247e-05,1.12736401e-04,5.98228667e-07,486
6,5,1.87209080e-05,1.14468472e-04,5.30590341e-06,3389
6,6,1.11402514e-04,1.17754760e-04,0.00000000e+00,5
6,7,1.11174304e-04,1.19050215e-04,2.70271539e-06,954
6,8,9.70933979e-05,1.19949844e-04,1.35831741e-07,22
6,9,2.17439756e-05,8.56705738e-05,7.15788519e-06,1109
6,10,8.32700753e-05,6.60337828e-05,5.56695977e-06,45
6,11,2.57198553e-05,2.68513340e-05,7.05276989e-06,310
6,12,9.15060737e-05,3.57052977e-06,8.06183289e-06,64
6,13,8.34628227e-05,9.00360901e-05,8.98057169e-06,26
6,14,1.01070873e-04,1.10857174e-04,9.95503251e-06,98
